App_Code,Repo_Name,TotalAdoption,AdoptionCurrent,AdoptionPending,CI,CI_Sonar,CI_Sast,CD,CTInt,CTSeg,CTE2E_Manual,CTE2E_Auto,RMProd,RMRollback,CM_RequiredReviewer,CM_BuildValidation,Successful_releases,Failed_releases
bipcld0210000,bipcld0210000-ms-account-calendar-ach-transfer-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-tec-cal-ms-nonworking-day-loaded-itf-int-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-ms-card-credit-curbalance-v3-integration-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-cnf-pr-infra-ec2-salto-ble-landing,4,4,0,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,1,1,N/A
bipcld0210000,bipcld0210000-ms-sve-lme-tx-historic,12,11,1,1,1,1,1,1,1,1,0,1,1,1,1,2
bipcld0210000,bipcld0210000-ms-sve-lme-economic-groups-commisions-test,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
bipcld0210000,bipcld0210000-ms-lme-batch-tx-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-etl-cache-job-acct-final-terms,12,8,4,1,0,1,1,0,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-collections-debit-payment-online-v3-itf,12,9,3,1,1,1,1,0,1,0,0,1,1,1,1,1
bipcld0210000,bipcld0210000-scg-etl-cache-job-table-loan-balance-def,12,6,6,0,0,0,1,1,1,0,0,1,1,1,0
bipcld0210000,bipcld0210000-ctg-ms-relationship-user-accounts-api,12,8,4,1,1,1,1,0,0,1,0,0,1,1,1
bipcld0210000,bipcld0210000-chl-emp-apl-app,12,4,8,0,1,1,0,0,0,0,0,0,0,1,1
bipcld0210000,bipcld0210000-ctg-ms-gateway-api,12,8,4,1,1,1,1,0,0,1,0,0,1,1,1
bipcld0210000,bipcld0210000-ms-collections-debit-payment-online-itf,12,8,4,1,0,1,1,1,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-payment-commission-v2-itf-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-ms-account-ach-status-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-ms-scg-historic-schema,12,6,6,0,0,0,1,1,1,1,0,0,1,1,0
bipcld0210000,bipcld0210000-sentencias-ddl-qa-ble,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
bipcld0210000,bipcld0210000-ms-customer-general-information-itf,12,9,3,1,1,1,1,0,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-etl-cache-account-information-tsm,12,9,3,1,1,1,1,0,1,1,0,1,1,1,0
bipcld0210000,bipcld0210000-cnf-api-gateway-international-transfer,4,4,0,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,1,1,N/A
bipcld0210000,bipcld0210000-ms-collections-debit-nequi-pmt-v4-itf,12,6,6,1,1,0,1,0,0,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-lme-approval-flows-api-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-ctg-ms-batch-validation-report-api,12,8,4,1,1,1,1,0,0,1,0,0,1,1,1
bipcld0210000,bipcld0210000-ms-payments-banking-credit-cards-v3-itf,12,9,3,1,1,1,1,0,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-cron-job-glue-status-cache,12,9,3,1,1,1,1,1,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-owner-account-transfer-trx-report,12,9,3,1,1,1,1,1,1,0,0,0,1,1,1
bipcld0210000,bipcld0210000-ms-card-credit-movements-itf,12,9,3,0,0,1,1,1,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-sve-scg-datasource,12,9,3,1,1,1,1,0,0,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-cnb-coll-debit-payment-sns-notify-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-ms-sve-lme-payroll-v2-api,12,11,1,1,1,1,1,1,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-scg-etl-cache-job-table-acct-mov-def,12,7,5,0,0,1,1,1,1,0,0,1,1,1,0
bipcld0210000,bipcld0210000-ms-collections-debit-payment-online-v2-itf,12,7,5,1,0,1,1,0,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-scg-api-gateway-loans,12,6,6,0,0,1,1,0,1,0,0,1,1,1,0
bipcld0210000,bipcld0210000-ms-lme-account-check-movements,12,9,3,1,1,0,1,0,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-account-ach-transfer-itf,12,9,3,1,1,1,1,1,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ctg-ms-transfer-extraction-api,12,8,4,1,1,1,1,0,0,1,0,0,1,1,1
bipcld0210000,bipcld0210000-scg-etl-cache-job-ips-available-banks-def,12,4,8,0,0,0,1,0,1,0,0,1,0,1,0
bipcld0210000,bipcld0210000-tec-cmt-banking-services-itf-lib,12,8,4,1,1,1,1,0,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-mac-roles-reporter,12,10,2,1,1,1,1,0,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-lme-tdc-processor,12,10,2,1,1,1,1,1,1,1,0,1,1,1,0
bipcld0210000,bipcld0210000-ms-account-movements-detail-itf,12,8,4,1,1,1,1,0,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-lme-products-comex,12,9,3,1,1,1,1,0,1,1,0,1,1,1,0
bipcld0210000,bipcld0210000-etl-cache-job-tdc-mov,12,7,5,1,0,0,1,0,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-cmt-nodejs-dependency-packager-plugin,12,9,3,1,1,1,1,0,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-sve-lme-batch-transaction-rollback,12,11,1,1,1,1,1,1,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-sve-eg-products-reporter,12,10,2,1,1,1,1,0,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-collections-billers-integration-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-ms-coll-debit-nequi-payment-oauth-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-lmp-mac-channels-api-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-lmp-mac-roles-api,12,10,2,1,1,1,1,1,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-account-reverse-ach-transfer-itf-int-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-ms-account-debit-banking-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-ms-debit-cards-associated-itf,12,10,2,1,1,1,1,1,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-catalog-corp-def-core-itf,12,7,5,1,0,1,1,0,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-lme-batch-tx,12,11,1,1,1,1,1,1,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-account-extra-financing-itf,12,10,2,1,1,1,1,1,1,1,0,0,1,1,1
bipcld0210000,bipcld0210000-ms-lme-transfers-own-api,12,11,1,1,1,1,1,1,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-reporting-delivery,12,11,1,1,1,1,1,1,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-account-finalterms-detail-itf,12,9,3,1,1,1,1,1,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-scr-servcore-glue-commons-lib,12,9,3,1,1,1,1,0,1,1,0,1,0,1,1
bipcld0210000,bipcld0210000-trv-tec-cmt-lambda-job-trigger,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
bipcld0210000,bipcld0210000-ms-sve-consolidate-reporting-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-ms-sve-reporting-dynamic-api-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-ms-recarga-pago-pasarela-itf-int-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-tec-cmt-retrofit-rest-client-lib,12,7,5,1,0,0,1,0,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-payments-banking-credit-cards-csh-itf,12,8,4,1,0,1,1,1,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-scg-convertion-utils,12,10,2,1,1,1,1,0,1,1,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-account-bankingtransfer-core-v2-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-ctg-ms-persistence-batch-ach-api,12,8,4,1,1,1,1,0,0,1,0,0,1,1,1
bipcld0210000,bipcld0210000-ms-sve-scg-mac-migration,12,8,4,1,1,0,1,1,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-dms-upload-loan-balance,12,4,8,1,0,1,1,0,0,0,0,0,0,1,0
bipcld0210000,bipcld0210000-ms-coll-debit-payment-rollback-notify-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-tec-cmt-okhttp-http-client-impl-lib,12,3,9,1,0,0,0,0,0,0,0,0,0,1,1
bipcld0210000,bipcld0210000-ms-lmp-summary-tables-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-ms-customer-general-information-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-tec-cmt-commons-bso-ts-lib,12,9,3,1,1,1,1,0,1,0,0,1,1,1,1
bipcld0210000,bipcld0210000-ms-documents-checkview-inquiries-itf,12,9,3,1,1,1,1,1,1,0,0,1,0,1,1
bipcld0210000,bipcld0210000-ms-owner-account-transfer-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-lme-batch-upload-file-api-int-test,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A
bipcld0210000,bipcld0210000-ctg-bd,12,1,11,0,0,0,0,0,0,0,0,0,0,1,0
bipcld0210000,bipcld0210000-ms-account-profile-itf-integration-test,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A
bipcld0210000,bipcld0210000-par-scg-cognito-pool-enterprises,4,2,2,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,0,0,1,N/A
bipcld0210000,bipcld0210000-ms-cnb-coll-debit-payment-sns-notify-itf,12,10,2,1,1,1,1,0,1,1,0,1,1,1,1,1
